default,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_X2,EDUCATION_X1,EDUCATION_X2,EDUCATION_X3,EDUCATION_X4,EDUCATION_X5,EDUCATION_X6,MARRIAGE_X1,MARRIAGE_X2,MARRIAGE_X3
0,5e4,46,0,0,0,0,0,0,48905,49764,36535,32428,15313,16057,1800,1430,1e3,1e3,1e3,1e3,0,0,1,0,0,0,0,1,0,0
0,21e4,36,-1,-1,-1,-1,-2,-2,1060,777,7971,-8,-8,-8,779,7994,0,0,0,1704,0,0,1,0,0,0,0,1,0,0
1,1e4,27,1,2,2,0,0,0,8944,9882,9538,9808,8650,0,1230,0,500,450,0,0,1,0,1,0,0,0,0,0,1,0
0,7e4,34,2,2,2,0,0,2,64913,63387,58840,56431,56859,54449,3e3,0,2e3,4219,1700,323,1,0,1,0,0,0,0,0,1,0
1,12e4,29,-1,2,2,2,-2,-2,5521,2197,1010,0,0,0,1010,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,49e4,36,-2,-2,-2,-2,-2,-2,5310,2691,3367,-46,9285,-14,2711,3384,0,9331,0,2960,0,1,0,0,0,0,0,0,1,0
0,1e4,23,0,0,2,2,4,5,3035,5802,5561,8455,9730,8999,3e3,0,3e3,2e3,0,0,0,1,0,0,0,0,0,0,1,0
1,3e5,51,-1,-1,-1,-1,0,0,18961,4371,3391,34282,12983,0,4387,3472,47371,64,0,33588,0,1,0,0,0,0,0,1,0,0
0,8e4,27,-2,-2,-2,-2,-2,-2,2049,805,1672,12205,3487,24764,2003,2019,12241,3510,24843,4001,0,1,0,0,0,0,0,0,1,0
0,31e4,39,-1,-1,-2,-1,-1,2,360,0,91059,155,28100,4544,0,91059,155,28490,0,1041,0,1,0,0,0,0,0,1,0,0
0,5e4,41,0,0,0,0,0,0,48403,49448,50125,9717,9549,9840,2550,2227,339,500,600,500,1,0,0,1,0,0,0,1,0,0
0,5e5,39,-1,-1,-1,-1,-1,-1,23800,297,9342,3518,5597,717,297,9342,3518,5597,717,25349,0,0,1,0,0,0,0,1,0,0
0,8e4,40,0,0,-1,-1,-1,-2,22747,16260,6500,15525,0,0,3002,6500,15525,0,0,0,1,0,0,1,0,0,0,1,0,0
1,3e4,26,1,2,0,0,0,0,30698,29034,28317,27872,28456,28230,0,1442,986,1021,1015,1143,1,0,0,1,0,0,0,0,0,1
0,39e4,39,-1,-1,-1,0,0,-1,31825,56333,70133,63177,63670,22407,56613,70159,1264,493,22505,1162,1,1,0,0,0,0,0,1,0,0
1,29e4,44,-2,-2,-2,-2,-2,-2,167,616,640,526,336,527,619,643,528,337,529,696,0,0,1,0,0,0,0,1,0,0
0,12e4,33,0,0,0,0,0,0,46640,50865,54401,57873,61917,63880,5e3,5e3,5e3,5e3,3e3,3e3,1,0,1,0,0,0,0,1,0,0
0,5e4,27,0,0,0,0,0,0,28387,36276,17445,15575,8075,-589,1e4,1031,4050,4e3,0,0,1,1,0,0,0,0,0,0,1,0
0,2e4,24,0,0,0,0,0,0,18556,19162,19293,19298,19198,0,1805,1400,405,400,0,0,1,1,0,0,0,0,0,0,1,0
0,2e4,22,0,0,-2,-1,0,0,8392,-100,0,1828,2800,0,0,1e3,1828,1500,0,3e3,1,0,1,0,0,0,0,0,1,0
1,9e4,27,2,0,0,0,0,2,27459,28514,29733,30138,33248,32564,1800,2e3,1200,3600,0,2e3,1,1,0,0,0,0,0,0,1,0
0,9e4,30,2,2,0,0,0,0,64937,63240,51426,37872,33780,47367,0,1798,1426,1450,4e4,711,1,0,1,0,0,0,0,1,0,0
0,18e4,68,0,0,0,0,0,0,127933,133279,127636,138164,142921,153691,15e3,12e3,2e4,1e4,2e4,5e3,1,0,1,0,0,0,0,1,0,0
0,36e4,30,0,-1,-1,-1,-1,-1,14409,3540,500,500,0,1191,3540,500,500,0,1191,0,0,1,0,0,0,0,0,0,1,0
0,3e4,27,0,0,0,0,0,0,23134,23302,22844,22101,19535,19580,1712,1400,442,391,500,0,1,0,1,0,0,0,0,1,0,0
0,5e4,24,0,0,0,0,-1,-1,50062,34819,48909,15033,3198,0,2e3,15412,870,3198,0,0,1,0,1,0,0,0,0,0,1,0
0,8e4,37,-2,-2,-2,-2,-2,-2,1324,1087,0,5963,1280,1243,1087,0,5963,1280,1243,1216,1,0,1,0,0,0,0,1,0,0
1,12e4,34,1,2,2,3,2,0,45755,46725,49653,48571,47664,48720,2e3,4e3,0,0,2e3,2e3,0,0,1,0,0,0,0,0,1,0
0,26e4,30,-1,-1,-1,-1,-1,-1,165,165,274,165,333,165,165,274,165,333,165,293,1,0,1,0,0,0,0,0,1,0
0,3e4,23,2,2,2,2,2,2,26795,29654,28879,30892,30500,0,3300,0,2500,0,0,0,1,0,1,0,0,0,0,1,0,0
0,34e4,40,0,0,0,0,0,0,183139,179156,170491,158370,151685,143623,9e3,9e3,7e3,6e3,5400,5e3,1,0,0,1,0,0,0,1,0,0
0,17e4,36,-1,-1,2,-1,0,-1,2600,5234,2394,7794,5920,2798,5234,0,8e3,1500,2798,2600,1,0,1,0,0,0,0,1,0,0
0,2e4,25,1,2,0,0,0,0,20415,18266,18921,19297,18926,17717,1264,1249,625,700,1e3,1e3,0,0,1,0,0,0,0,0,1,0
0,46e4,28,0,0,0,0,0,0,460609,427584,373370,285926,264644,247298,18138,15481,1e4,9072,8945,8567,0,1,0,0,0,0,0,0,1,0
0,2e4,56,1,2,2,2,0,0,17819,18239,19094,12393,13037,13817,1e3,1500,0,1e3,1e3,1e3,0,0,1,0,0,0,0,0,1,0
0,3e4,25,2,2,2,0,0,0,29894,31423,30392,28314,29076,30065,2300,0,784,984,1400,0,0,0,1,0,0,0,0,0,1,0
1,6e4,35,0,0,0,2,2,2,10560,11312,13050,12578,14008,13179,1200,1900,0,1600,0,500,0,0,1,0,0,0,0,1,0,0
0,3e4,53,2,0,0,0,0,0,34775,35946,37685,33305,28305,20371,1733,2452,1072,1089,3101,5e3,1,0,0,1,0,0,0,1,0,0
0,28e4,36,0,0,-2,-2,-2,-2,143650,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1e5,33,1,-2,-2,-2,-1,0,0,0,0,0,79679,79691,0,0,0,79679,3300,3210,0,0,1,0,0,0,0,0,1,0
0,15e4,29,0,0,0,0,0,0,39215,49300,53030,65006,50515,0,11200,16e3,12376,1109,0,0,1,1,0,0,0,0,0,0,1,0
0,2e5,47,-1,-1,-1,-1,0,-1,11418,2541,10599,13865,6177,5519,2541,10599,13865,0,5519,2358,1,0,1,0,0,0,0,1,0,0
0,2e5,32,-1,0,0,0,0,0,10760,11945,14562,22457,15569,9819,2e3,5e3,1e4,5e3,602,1e4,1,1,0,0,0,0,0,1,0,0
0,3e4,24,2,2,6,6,5,4,1800,1800,1800,1800,1200,600,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,21e4,27,-1,-1,-1,-1,-1,-1,190,-310,1527,1901,0,2706,0,3054,2189,0,2706,0,1,0,1,0,0,0,0,0,1,0
0,47e4,35,0,0,0,0,0,0,218675,225519,230011,234639,239502,244328,8717,8e3,6671,6882,6960,8751,1,0,1,0,0,0,0,1,0,0
0,1e5,47,0,0,0,0,0,0,46104,47146,48162,48806,49910,51400,2086,2102,1746,1890,2400,0,1,0,0,1,0,0,0,1,0,0
0,2e5,38,1,-2,-1,0,0,0,-57,-382,1293,968,643,318,0,2e3,0,0,0,1370,0,1,0,0,0,0,0,1,0,0
1,7e4,27,2,2,2,2,2,0,31455,34623,34757,35888,35180,35941,4e3,1e3,2e3,0,1500,3e3,1,0,1,0,0,0,0,1,0,0
0,15e4,32,1,2,2,-2,-2,-2,4605,4390,-25,-25,-25,-25,22,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
0,24e4,44,0,-1,-1,-2,-1,0,8421,14201,-28,-401,5109,7001,14230,0,0,7e3,2e3,3919,0,0,1,0,0,0,0,1,0,0
0,39e4,30,0,0,0,0,0,0,98984,102158,96446,87912,89991,91470,5700,4e3,3200,3500,3100,3e3,1,0,1,0,0,0,0,1,0,0
0,18e4,27,-1,-1,-1,-1,-1,-1,11599,644,644,29944,644,264,644,644,29944,644,264,1024,0,0,1,0,0,0,0,0,1,0
0,5e4,25,-1,-1,-1,-1,-1,-1,2058,287,3423,0,3198,0,287,3423,0,3198,0,0,1,1,0,0,0,0,0,0,1,0
0,2e5,41,1,2,0,0,0,0,69963,67223,69167,69289,70333,70610,0,2943,2301,2374,2500,5300,0,0,1,0,0,0,0,1,0,0
0,28e4,29,-1,-1,-1,-2,-2,-1,330,9500,0,0,0,261,9500,0,0,0,261,0,0,0,1,0,0,0,0,0,1,0
0,9e4,40,-2,-2,-2,-2,-2,-1,9663,69279,59483,3065,854,2328,69616,59483,26665,854,2334,10825,1,0,1,0,0,0,0,0,1,0
0,17e4,34,-1,-1,-1,-1,-1,-1,1837,1328,321,0,3857,0,1328,324,0,3857,0,253,1,0,1,0,0,0,0,1,0,0
1,21e4,48,1,-2,-2,-1,-1,0,0,0,0,486,836,836,0,0,486,836,0,0,1,1,0,0,0,0,0,0,1,0
0,8e4,33,0,0,0,0,0,0,75593,71643,49481,38427,34683,159,2503,1508,1500,1600,279,0,0,1,0,0,0,0,0,1,0,0
0,7e4,48,0,0,0,0,0,0,62319,65102,63529,61778,42092,36751,6e3,4e3,3e3,5e3,5e3,2e3,1,1,0,0,0,0,0,0,1,0
0,6e4,31,2,2,2,0,0,0,30841,34336,33489,35615,38027,39239,4e3,0,3e3,3e3,2e3,3e3,0,0,0,1,0,0,0,0,1,0
0,35e4,29,0,0,0,0,0,0,36151,37624,38568,39569,41162,41961,2056,2e3,2e3,2004,2067,2060,0,0,1,0,0,0,0,0,1,0
0,2e5,30,0,0,0,0,0,0,67825,70193,64997,60907,62452,62191,1e4,3e3,2154,2500,2400,2300,0,0,1,0,0,0,0,0,1,0
0,12e4,26,0,0,0,0,0,0,67519,110908,46025,43887,36207,24612,3e3,2100,2700,2e3,1127,2202,1,1,0,0,0,0,0,0,1,0
0,7e4,24,0,0,-2,-1,-1,-1,16366,15500,9660,6208,702,4320,1e3,9660,6208,702,4320,1650,1,0,1,0,0,0,0,0,1,0
0,2e5,29,0,0,0,0,0,2,21326,30928,124497,126854,139660,145455,1e4,95e3,4552,15002,8e3,0,1,1,0,0,0,0,0,1,0,0
0,2e5,39,-1,-1,-1,-1,-1,-1,10140,9956,16636,38409,8958,4573,9984,16754,38522,8983,4585,4549,1,1,0,0,0,0,0,0,1,0
0,29e4,49,-1,-1,-1,0,-1,-1,4599,28420,7051,20356,17803,2722,28420,7051,2e4,17803,2722,14979,0,1,0,0,0,0,0,1,0,0
0,5e4,50,0,0,0,-2,-2,-2,43140,43496,0,0,0,0,2500,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,14e4,45,0,0,0,0,0,0,36856,27919,24865,22892,50652,47334,1500,1273,607,41774,1712,1563,0,0,1,0,0,0,0,0,1,0
0,3e4,22,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,13e4,23,-2,-2,-2,-2,-2,-2,136,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,26e4,37,-1,-1,-1,2,2,2,3689,3992,503,503,503,503,3993,503,0,0,0,1200,1,0,1,0,0,0,0,1,0,0
0,5e4,54,0,0,0,0,0,0,22136,23165,24178,24659,25175,25832,1388,1401,882,913,1075,782,1,0,0,1,0,0,0,0,1,0
0,6e4,32,0,0,0,0,0,0,56228,56861,58152,58615,54338,55915,2147,4740,1926,2597,2638,2478,0,0,1,0,0,0,0,1,0,0
0,2e4,36,0,0,0,-2,-2,-2,7075,7860,0,0,0,0,1e3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,2e4,27,0,0,0,0,-1,2,20443,19038,38730,-210,690,150,1558,1400,400,1290,0,780,0,0,0,1,0,0,0,0,1,0
0,2e5,29,-1,-1,-1,-1,0,0,1945,995,2234,3678,32405,30943,1e3,2244,3678,31996,1097,1579,1,0,0,1,0,0,0,0,1,0
0,5e4,25,0,0,0,0,0,0,6954,6032,6529,7533,7857,4424,2161,1e3,1004,3004,1005,2006,1,0,0,1,0,0,0,0,1,0
0,2e4,28,1,2,2,2,0,0,2013,1837,3831,2825,1970,1735,0,2212,0,0,175,0,0,0,1,0,0,0,0,0,1,0
0,25e4,30,0,0,0,0,0,0,61331,42741,43214,36847,23230,21139,3e3,2e3,1048,1006,1507,1e4,0,1,0,0,0,0,0,0,1,0
1,1e4,21,0,0,-2,-2,-2,-2,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,14e4,30,-1,-1,-1,-1,-1,-1,4717,5329,5445,5328,6243,21030,5329,5445,5328,6243,21030,10266,1,1,0,0,0,0,0,0,1,0
1,13e4,43,3,2,2,2,2,2,19085,18491,20579,19950,21625,21129,0,2400,0,2e3,0,1800,1,0,0,1,0,0,0,1,0,0
0,8e4,23,0,-1,-1,-1,-1,-1,78358,826,-507,3129,1956,4246,826,0,4969,4990,2500,4e3,1,1,0,0,0,0,0,0,1,0
0,35e4,38,-2,-2,-1,0,0,0,362,792,3015,6980,8762,7532,792,3019,4580,4e3,284,1e3,1,0,0,1,0,0,0,1,0,0
0,14e4,45,-1,-1,-2,-2,-2,-2,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,48e4,46,0,0,0,0,0,2,277803,287770,296399,314867,331653,324093,16e3,15e3,25e3,22e3,5e3,1e4,0,0,0,1,0,0,0,1,0,0
1,2e4,24,0,0,0,0,3,2,3980,5075,5979,6796,6463,2255,1318,1183,1e3,0,0,2440,1,0,1,0,0,0,0,0,1,0
0,3e4,43,0,0,0,0,0,0,24643,24963,24428,23598,23696,23147,2496,1357,1e3,843,993,853,0,0,1,0,0,0,0,1,0,0
0,5e5,48,0,0,0,0,0,0,185627,182655,180782,194893,93416,94255,8e3,9387,2e4,3525,3338,3450,1,0,1,0,0,0,0,0,1,0
0,9e4,34,1,-1,-1,-2,-2,-1,0,2098,0,0,0,501,2098,0,0,0,501,0,1,0,1,0,0,0,0,1,0,0
0,9e4,44,0,0,0,0,0,0,94393,93361,91820,48220,45766,43343,3820,3785,1721,1651,1661,2147,1,0,0,1,0,0,0,1,0,0
0,15e4,33,-1,-1,-2,-2,-2,-2,717,-959,-959,-959,-959,-959,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,13e4,49,1,-1,2,0,0,0,0,10152,9840,11671,11914,12155,10152,0,2e3,431,438,244,1,0,0,1,0,0,0,1,0,0
0,1e4,26,-1,2,-1,-1,-1,-2,10252,5677,2735,4564,0,0,0,2735,4564,0,0,0,0,1,0,0,0,0,0,0,1,0
0,15e4,29,-2,-2,-2,-2,-2,-2,23414,23349,0,3180,0,13649,1e3,0,3180,0,13649,1e3,1,1,0,0,0,0,0,0,1,0
0,16e4,34,2,2,0,0,0,0,160285,156328,159322,124363,126802,129365,0,7661,4607,4602,4671,4780,1,0,1,0,0,0,0,1,0,0
0,8e4,27,-1,-1,-1,-2,-2,-1,825,825,-6042,-6867,-8692,54375,825,0,0,0,15e4,1e4,1,1,0,0,0,0,0,0,1,0
0,5e4,39,0,0,-2,-2,-2,-2,44574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,2e4,32,0,0,0,2,2,0,9622,10974,14963,15123,14741,15340,1511,4500,700,0,1e3,1500,0,0,1,0,0,0,0,1,0,0
0,32e4,34,-1,-1,-1,-1,0,-1,7806,2944,11755,52566,36658,42332,2944,11768,52592,0,42332,27435,1,0,1,0,0,0,0,0,1,0
0,29e4,40,-1,-1,-1,-1,-1,-1,550,550,550,550,550,550,550,550,550,550,550,0,1,1,0,0,0,0,0,1,0,0
0,5e4,43,0,0,0,0,2,0,49390,50612,29975,30559,29433,30045,2449,1778,2382,0,1251,1051,1,1,0,0,0,0,0,1,0,0
0,14e4,51,-2,-2,-2,-2,-2,-2,4885,649,-9,-9,3177,-10,650,0,0,3186,0,0,1,0,1,0,0,0,0,1,0,0
0,14e4,36,0,0,0,0,0,0,132629,135901,138858,97585,95447,91717,5406,5700,3600,13500,3466,3333,1,1,0,0,0,0,0,1,0,0
1,14e4,43,-1,0,0,0,0,0,139445,137950,133250,98147,98924,95100,5500,5e3,3500,3510,3500,3500,0,0,0,1,0,0,0,1,0,0
0,5e4,50,1,2,2,-2,-2,-2,4446,4166,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,6e4,26,0,0,0,0,0,0,57171,58656,53271,54331,55513,56898,2464,1932,1944,2057,2351,1963,1,0,1,0,0,0,0,0,1,0
0,17e4,29,0,0,0,0,0,0,47742,45529,42805,38017,39239,39411,2105,2447,1200,3e3,2e3,1500,1,0,1,0,0,0,0,0,1,0
0,23e4,28,-1,-1,-1,-1,-1,-1,651,651,651,0,651,1496,651,651,0,651,1496,1953,0,0,1,0,0,0,0,0,1,0
1,3e4,25,0,0,0,2,2,2,29883,27523,31010,30207,31203,30554,2e3,4273,0,2640,0,1500,1,0,1,0,0,0,0,1,0,0
0,15e4,38,0,0,-2,-2,-2,-2,421504,299860,3e5,0,0,0,17e3,17e3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,11e4,36,0,0,-1,-1,-1,-2,2309,3238,250,3100,0,0,1002,450,3100,0,0,0,1,0,0,1,0,0,0,1,0,0
1,2e5,37,-1,-1,0,0,0,0,2896,10706,10323,8440,4963,10222,10720,3014,1027,2022,10017,2030,0,1,0,0,0,0,0,1,0,0
1,15e4,28,0,0,0,0,0,0,79426,71364,71219,56277,54231,55243,3003,2503,1880,1875,2666,1396,0,0,1,0,0,0,0,0,1,0
0,36e4,36,0,0,-1,-1,-1,-1,331365,338400,493,0,2030,2112,15e3,493,0,2030,2112,750,0,1,0,0,0,0,0,0,1,0
0,23e4,48,-1,-1,0,0,-2,-1,500,14883,33151,0,0,469,14883,20757,0,0,469,716,1,0,0,1,0,0,0,1,0,0
1,3e4,35,2,0,0,0,0,0,28852,29777,29478,30290,27803,25762,1700,1700,1500,1500,1500,1500,1,0,0,1,0,0,0,1,0,0
0,15e4,42,0,0,0,0,0,0,89341,79904,72182,61014,49502,46055,5e3,6e3,3e3,2e3,1e4,5e3,1,0,1,0,0,0,0,0,1,0
1,36e4,56,-2,-2,-2,-2,-2,-2,437,241,0,0,0,2628,241,0,0,0,2628,163,1,1,0,0,0,0,0,0,1,0
1,16e4,42,0,0,0,0,0,0,165686,169969,170142,119529,122059,111378,8450,5289,4022,4195,3986,3958,1,0,1,0,0,0,0,1,0,0
0,27e4,42,-1,-1,-1,-2,-2,-2,12263,10025,0,0,0,0,10025,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,61e4,35,0,0,0,0,0,0,269672,274882,276887,260761,266747,271886,1e4,11e3,1e4,11e3,1e4,1e4,0,1,0,0,0,0,0,0,1,0
0,2e4,29,-1,-1,-1,-1,-1,-1,4453,7997,6573,7422,4381,11718,8019,6779,7547,4589,12e3,7556,0,0,0,1,0,0,0,0,1,0
1,7e4,28,1,3,2,0,0,2,9192,8905,8611,8879,9746,8710,0,0,400,1e3,0,700,1,0,1,0,0,0,0,1,0,0
0,26e4,35,0,0,0,0,0,0,51133,60247,63615,71839,75506,78647,1e4,5e3,1e4,5e3,5e3,1e4,1,1,0,0,0,0,0,1,0,0
1,3e4,47,-1,-1,0,0,0,0,778,5898,8610,8402,10878,10790,5900,3e3,299,3e3,608,274,0,0,1,0,0,0,0,1,0,0
1,2e4,34,1,2,0,0,0,0,20690,20075,19492,19859,19232,15608,0,1500,805,7e3,542,242,0,0,1,0,0,0,0,0,1,0
0,33e4,61,-2,-2,-2,-2,-2,-2,14897,19364,906,2342,1702,882,19364,906,2342,1702,882,1940,0,1,0,0,0,0,0,1,0,0
0,7e4,25,0,0,0,2,2,2,50224,58639,11512,10586,20389,17369,1e4,1e4,0,1e4,0,33e3,0,0,1,0,0,0,0,0,1,0
0,3e5,27,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,18e4,33,0,0,0,0,0,0,47050,49282,50159,51336,54332,56249,3e3,2e3,2011,4e3,3e3,3e3,1,0,1,0,0,0,0,1,0,0
0,5e4,50,0,0,0,0,0,0,51016,49e3,20356,20241,20304,20119,2098,1303,698,719,716,833,1,1,0,0,0,0,0,0,1,0
1,23e4,30,-2,-2,-2,-1,2,0,122344,115723,44178,4221,4009,8990,5492,2600,7797,0,5180,4606,1,0,0,1,0,0,0,0,1,0
1,2e5,51,-1,-1,-1,-1,-1,-1,9754,55904,8720,4410,1186,28679,56243,8860,4410,1186,28679,0,1,0,1,0,0,0,0,1,0,0
0,25e4,30,0,0,0,-1,2,-1,5724,6729,4973,9693,799,4295,2e3,2305,4720,0,4305,0,0,0,1,0,0,0,0,0,1,0
0,1e5,31,1,2,0,0,2,0,104395,101736,106101,54707,54924,52141,1867,1867,5026,2800,2800,2800,0,1,0,0,0,0,0,0,1,0
0,8e4,26,-1,-1,-1,-1,-1,-1,3900,331,9970,4250,4574,0,331,9970,4250,4574,0,0,1,1,0,0,0,0,0,0,1,0
1,2e4,36,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1e5,27,1,1,-1,0,0,0,3856,-1278,7571,5386,1133,4143,2,9586,1014,500,3010,1,1,0,1,0,0,0,0,1,0,0
0,62e4,39,0,0,0,0,0,0,346927,90849,90493,90025,88406,89111,5200,5400,3173,3200,3500,3164,0,1,0,0,0,0,0,1,0,0
0,1e5,28,2,0,0,2,2,2,29770,30485,32434,32592,33102,33860,1825,3100,1300,1500,1771,0,1,0,0,1,0,0,0,1,0,0
1,18e4,28,-1,-1,-1,-1,-1,-1,2619,1839,2544,1134,1313,1332,1839,2544,1134,1313,1332,2444,0,1,0,0,0,0,0,0,1,0
0,33e4,36,-1,-1,2,-1,-1,-1,2964,36,36,24699,2912,14231,36,0,24863,2912,14231,6976,1,1,0,0,0,0,0,1,0,0
0,9e4,34,1,2,0,-1,-1,0,50281,14033,12628,20172,73512,72588,0,2e3,20172,73512,3e3,4e3,0,0,1,0,0,0,0,0,1,0
0,12e4,37,-1,2,-1,-1,-1,-1,1235,316,316,16885,46929,69521,0,316,16885,54629,77046,4499,0,1,0,0,0,0,0,0,1,0
0,7e4,28,0,0,0,0,0,-2,20596,24911,28346,12170,-1686,-3594,5e3,4e3,12,0,0,0,1,1,0,0,0,0,0,1,0,0
1,18e4,38,2,0,0,0,0,0,183939,176737,179787,181918,169664,173169,8e3,7900,6900,6200,6700,6700,1,1,0,0,0,0,0,1,0,0
0,14e4,62,0,0,0,0,0,0,143107,138581,123491,118886,117059,117405,4839,5e3,5e3,7500,7e3,5029,0,0,1,0,0,0,0,0,1,0
0,2e4,24,0,0,0,0,0,0,17147,18264,19145,17322,16989,12699,1700,1500,822,1e3,1e3,500,1,1,0,0,0,0,0,0,1,0
0,9e4,39,2,2,2,2,2,2,82326,82827,87070,87961,86445,91520,2700,6500,3200,0,6500,0,1,0,1,0,0,0,0,0,1,0
0,17e4,33,-1,-1,-1,-1,-1,-1,263,641,0,638,0,362,641,0,638,0,362,1079,1,0,1,0,0,0,0,1,0,0
0,8e4,36,-1,-1,0,0,0,0,9097,31091,34651,26569,20082,25535,31091,2e4,5e3,1e4,1e4,0,0,0,1,0,0,0,0,1,0,0
0,8e4,37,0,0,0,0,0,0,68553,69191,71918,71534,73344,75218,3e3,3310,2200,2400,2500,2400,0,1,0,0,0,0,0,0,1,0
0,12e4,26,0,0,0,-2,-2,-1,4787,6190,0,0,0,4800,1500,0,0,0,4800,0,1,0,1,0,0,0,0,0,1,0
1,5e4,47,2,0,0,2,2,2,10992,12047,15257,15410,15917,15514,1540,3750,700,900,0,600,1,0,1,0,0,0,0,1,0,0
1,26e4,64,2,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,18e4,35,0,0,0,0,0,0,170128,172258,138807,132806,135603,137803,7187,5e3,4749,5141,4916,4e3,0,1,0,0,0,0,0,1,0,0
0,3e4,23,0,0,0,0,0,0,27141,28297,29012,29754,30211,29853,1900,1500,1200,1300,1500,1180,1,0,1,0,0,0,0,1,0,0
1,8e4,52,1,2,2,2,2,2,13701,13034,4119,2705,2855,1411,0,1200,0,1411,0,390,0,0,0,1,0,0,0,1,0,0
0,5e4,36,0,0,2,0,0,0,14668,17194,13948,12165,10242,8428,2800,0,500,360,500,125,0,0,1,0,0,0,0,1,0,0
0,18e4,35,0,0,0,0,0,0,133733,92955,90159,68789,26614,27528,3514,3569,3204,1e3,1310,4459,1,0,0,1,0,0,0,1,0,0
0,46e4,39,-1,-1,-1,2,0,-1,15950,13101,22551,21851,22214,80132,13101,1e4,0,1e4,80132,4882,1,0,1,0,0,0,0,1,0,0
1,5e4,35,1,2,2,0,0,2,40624,41381,40416,41395,44063,44587,1700,0,1650,3505,1400,1700,0,0,1,0,0,0,0,0,1,0
1,5e4,37,0,0,0,0,0,0,50581,47990,33276,28507,28709,29793,2020,2010,2e3,2e3,2e3,2e3,0,0,1,0,0,0,0,0,1,0
0,15e4,23,0,0,0,0,0,0,27338,23410,24410,27007,28585,27827,1403,1403,3e3,2e3,1155,2e3,1,0,0,0,1,0,0,0,1,0
0,3e4,44,4,3,2,7,7,7,2646,2646,2646,2646,2646,2646,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,2e5,44,-2,-2,-2,-2,-2,-2,0,0,0,7800,30223,10715,0,0,7800,30223,10715,1354,1,1,0,0,0,0,0,0,1,0
1,2e4,49,2,0,0,0,0,0,7823,8691,9701,9894,10102,10534,1151,1161,354,367,600,600,0,0,1,0,0,0,0,0,1,0
0,12e4,44,1,2,2,2,0,0,27500,28565,29003,28241,28933,30956,1800,1200,0,1300,2500,0,1,1,0,0,0,0,0,0,1,0
0,2e4,52,0,0,2,0,0,0,9410,11840,11260,11260,11260,0,2600,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,43e4,37,-1,-1,-1,-1,-1,-1,1669,412,23547,5064,13258,2249,416,23547,5064,13258,2249,3686,1,1,0,0,0,0,0,1,0,0
0,8e4,46,0,0,0,0,0,0,76270,77376,38556,34345,36020,38420,3400,3e3,3e3,3e3,3e3,3e3,1,0,1,0,0,0,0,1,0,0
0,5e4,25,0,0,0,0,0,0,47809,49040,29662,28360,28831,29487,2141,1763,1161,1077,1167,1004,0,0,1,0,0,0,0,0,1,0
0,14e4,35,0,0,2,0,0,0,47422,52831,51345,49734,50476,50751,6800,8,1718,4e3,2001,1879,0,0,0,1,0,0,0,0,1,0
0,5e4,31,1,2,0,0,0,0,51203,50110,51066,50737,50827,50856,0,2100,1800,1900,2100,1800,0,0,1,0,0,0,0,1,0,0
0,5e4,25,0,0,0,0,0,0,45079,45741,47561,39482,40066,38994,1773,3528,2002,2005,1398,908,0,1,0,0,0,0,0,0,1,0
0,8e4,37,-2,-2,-2,-2,-2,-2,7070,3087,5210,3882,4785,1e3,3087,5215,3882,4785,1968,0,1,0,0,1,0,0,0,0,0,0
0,5e4,26,1,2,2,2,2,2,16919,17854,18265,20455,19986,21747,1500,1e3,2500,0,2100,0,1,0,1,0,0,0,0,1,0,0
